# policy-loadgen percentile distribution, latency in nanoseconds
# 2026-08-31T01:19:31Z  tag=sweep-50000  offered_qps=50000  threads=2  mode=open-loop
Value,Percentile,TotalCount,1/(1-Percentile)
10431,0.000001333333,1,1.00
15879,0.100397333333,75298,1.11
16175,0.200769333333,150577,1.25
16479,0.300418666667,225314,1.43
17343,0.400725333333,300544,1.67
19823,0.500424000000,375318,2.00
20607,0.550130666667,412598,2.22
20863,0.601177333333,450883,2.51
21087,0.653016000000,489762,2.88
21279,0.700337333333,525253,3.34
21471,0.750334666667,562751,4.01
21583,0.777581333333,583186,4.50
21695,0.801309333333,600982,5.03
21855,0.826945333333,620209,5.78
22111,0.851230666667,638423,6.72
22607,0.875332000000,656499,8.02
23103,0.887786666667,665840,8.91
23839,0.900052000000,675039,10.01
24639,0.912657333333,684493,11.45
25743,0.925122666667,693842,13.36
27007,0.937537333333,703153,16.01
27727,0.943757333333,707818,17.78
28783,0.950024000000,712518,20.01
30111,0.956281333333,717211,22.87
31727,0.962569333333,721927,26.72
33599,0.968752000000,726564,32.00
34719,0.971880000000,728910,35.56
36031,0.975010666667,731258,40.02
37599,0.978126666667,733595,45.72
39519,0.981262666667,735947,53.37
43583,0.984398666667,738299,64.10
45023,0.985946666667,739460,71.16
47359,0.987520000000,740640,80.13
50015,0.989070666667,741803,91.50
52255,0.990625333333,742969,106.67
54687,0.992192000000,744144,128.07
56223,0.992973333333,744730,142.31
58303,0.993750666667,745313,160.02
60703,0.994538666667,745904,183.11
63583,0.995332000000,746499,214.22
66815,0.996100000000,747075,256.41
68863,0.996488000000,747366,284.74
71231,0.996881333333,747661,320.65
74175,0.997269333333,747952,366.21
77503,0.997661333333,748246,427.59
82367,0.998049333333,748537,512.65
85055,0.998245333333,748684,569.91
89919,0.998440000000,748830,641.03
94911,0.998636000000,748977,733.14
105215,0.998829333333,749122,854.21
141695,0.999025333333,749269,1025.99
308223,0.999121333333,749341,1138.09
1057791,0.999220000000,749415,1282.05
1773567,0.999317333333,749488,1464.84
2473983,0.999414666667,749561,1708.43
2934783,0.999512000000,749634,2049.18
3121151,0.999561333333,749671,2279.64
3500031,0.999610666667,749708,2568.49
3756031,0.999660000000,749745,2941.18
4032511,0.999708000000,749781,3424.66
4497407,0.999756000000,749817,4098.36
4771839,0.999781333333,749836,4573.17
5074943,0.999805333333,749854,5136.99
5402623,0.999829333333,749872,5859.38
5742591,0.999854666667,749891,6880.73
6017023,0.999878666667,749909,8241.76
6180863,0.999890666667,749918,9146.34
6324223,0.999902666667,749927,10273.97
6430719,0.999914666667,749936,11718.75
6537215,0.999928000000,749946,13888.89
6598655,0.999940000000,749955,16666.67
6672383,0.999945333333,749959,18292.68
6770687,0.999952000000,749964,20833.33
6823935,0.999957333333,749968,23437.50
6967295,0.999964000000,749973,27777.78
7000063,0.999970666667,749978,34090.91
7057407,0.999973333333,749980,37500.00
7110655,0.999976000000,749982,41666.67
7147519,0.999978666667,749984,46875.00
7217151,0.999982666667,749987,57692.31
7254015,0.999985333333,749989,68181.82
7262207,0.999986666667,749990,75000.00
7282687,0.999988000000,749991,83333.33
7286783,0.999989333333,749992,93750.00
7303167,0.999992000000,749994,125000.00
7311359,0.999993333333,749995,150000.00
7331839,0.999994666667,749996,187500.00
7368703,0.999996000000,749997,250000.00
7409663,0.999997333333,749998,375000.00
7446527,0.999998666667,749999,750000.00
7483391,1.000000000000,750000,0.00
